1018.22516	465.21545	290.14206
1477.173	425.2348	252.10446
1915.1207	305.25418	369.06686
2243.0684	-365.72647	477.0293
2187.0164	-733.7071	233.9917
1979.964	-809.68774	-70.04589
1822.9117	-1217.6683	-95.08348
1562.8595	-1413.649	-136.12108
1131.8073	-1120.6296	-279.15866
729.75507	-937.6103	-176.19626
479.70282	-840.59094	-6.2338424
350.65057	-488.57156	-75.27143
384.59836	-152.55222	-125.30902
413.5461	-144.53285	-76.34661
318.4939	-90.51349	-145.3842
225.44165	233.50587	-87.42179
11.38941	267.52524	327.54062
-364.6628	63.5446	651.50305
-459.71506	294.56396	700.46545
-122.767296	739.5833	793.42786
219.18047	872.60266	790.39026
488.12823	914.6221	600.35266
812.076	959.6414	530.31506
946.02374	646.66077	503.2775
797.9715	145.68013	315.2399
646.9193	-279.3005	229.2023
712.86707	-772.2811	390.1647
778.8148	-1036.2618	346.12714
738.7626	-736.24243	88.08954
752.7103	-383.22305	111.05195
672.6581	-314.2037	203.01436
463.60587	-206.18433	-61.023235
259.55365	-54.16497	-359.06082
91.5014	-361.1456	-260.09842
-54.550835	-895.1262	41.863995
-186.60307	-836.1069	286.82642
-256.6553	-500.08752	535.7888
-265.70755	-276.06818	790.7512
-68.75978	190.9512	849.7136
356.188	700.9706	608.676
696.13574	871.9899	190.63846
881.0835	936.0093	-169.39914
1085.0312	1160.0287	-157.43672
1249.979	1305.048	102.52568
1209.9268	1298.0674	222.4881
1089.8745	1334.0868	297.4505
1114.8224	1308.1061	430.4129
1112.7701	1141.1255	377.37534
870.71783	870.14484	57.337734
576.66565	496.16418	-174.69986
338.6134	159.18355	-111.73745
125.56116	-15.797094	121.22496
-43.491077	-196.77773	427.18738
-157.54332	-487.75836	664.1498
-69.59555	-658.739	785.1122
154.35222	-579.71967	785.0746
226.29997	-508.7003	577.037
222.24774	-669.6809	257.99942
395.1955	-785.66156	118.96183
546.14325	-755.6422	204.92424
443.09103	-815.62286	361.88666
258.0388	-904.60345	467.84906
126.986565	-869.5841	490.81146
139.93433	-703.56476	446.7739
236.8821	-499.54538	277.7363
267.82986	-306.52603	121.6987
341.77762	-60.506664	96.66111
556.7254	229.5127	167.62352
809.67316	512.53204	224.58592
946.6209	684.5514	152.54834
988.56866	697.5708	102.51075
1041.5165	552.59015	162.47316
1097.4642	359.6095	318.43558
1071.412	300.62888	476.39798
965.35974	294.64822	558.3604
900.3075	347.6676	633.3228
796.25525	548.68695	676.2852
579.203	705.7063	556.2476
397.1508	691.72565	360.21002
286.09854	574.74506	381.17242
185.04633	481.7644	550.1348
153.99408	583.78375	634.0972
271.94183	833.8031	568.0597
501.88962	1063.8225	375.02206
721.8374	1240.8418	173.98448
801.78516	1260.8612	17.946898
671.7329	988.88055	-71.09069
420.68066	520.89996	-30.128283
136.62843	-8.080704	162.83412
-143.4238	-425.06134	441.79654
-256.47604	-541.042	702.759
-102.528275	-563.02264	832.7214
178.4195	-620.00323	764.6838
381.36725	-676.9839	546.6462
470.315	-729.96454	266.60858
552.26276	-653.9452	16.570995
622.2106	-472.9258	-55.466595
588.1583	-214.90645	71.49582
434.10608	101.112915	159.45822
321.05383	471.13226	207.42064
245.0016	755.1516	326.38306
141.94937	797.171	472.34546
129.89713	694.19037	618.30786
175.8449	473.20972	739.27026
220.79266	245.22908	923.23267
330.74042	128.24844	1137.1951
605.6882	139.2678	1260.1575
970.6359	261.28717	1274.1199
1292.5837	411.30655	1087.0823
1466.5315	632.32587	726.04474
1398.4792	845.3453	305.00714
1232.427	849.3646	-86.03045
1074.3748	636.384	-354.06802
1037.3225	250.40335	-413.10562
1131.2703	-200.5773	-328.14322
1093.218	-566.5579	-192.1808
827.16583	-799.5386	30.781603
330.1136	-834.5192	183.74402
-288.93863	-654.4998	254.70642
-795.9909	-436.4805	391.66882
-1019.0431	-391.46112	568.6312
-881.09534	-477.44177	752.5936
-470.14758	-587.4224	776.5561
45.80018	-686.403	709.5185
456.74796	-652.38367	791.4809
676.6957	-419.36432	931.4433
723.6435	67.65505	1040.4058
654.59125	669.67444	1115.3682
591.539	1157.6937	982.3305
484.48676	1490.7131	704.2929
335.43454	1560.7325	477.25534
169.3823	1362.7518	202.21776
-57.669945	1150.7712	47.18016
-271.72217	1026.7905	97.14257
-414.7744	885.80994	119.10498
-426.82666	800.8293	193.0674
-325.87888	708.8487	276.02982
-156.93112	424.86804	339.99222
64.01664	62.887394	444.95462
336.96442	-305.09323	454.91702
657.9122	-622.0739	502.87943
888.8599	-780.0545	659.84186
950.8077	-868.03516	792.80426
847.7555	-941.0158	902.76666
691.70325	-965.99646	985.72906
651.651	-940.97705	1067.6915
695.59875	-758.9577	1097.6539
791.5465	-412.93835	1007.61633
998.49426	14.081011	910.57874
1256.442	581.1004	829.54114
1410.3898	1121.1198	731.50354
1370.3375	1407.139	546.46594
1150.2854	1402.1584	241.42836
886.2331	1233.1779	94.39077
618.18085	1040.1971	122.35318
320.12863	789.21655	65.31559
138.0764	643.2359	-19.722002
241.02415	631.25525	8.240408
499.97192	631.27466	82.20282
610.9197	742.294	135.16522
537.86743	840.31335	267.12762
311.81522	825.3327	573.09
3.762983	761.35205	936.0524
-224.28925	585.37146	1073.0149
-328.3415	253.39081	942.9773
-215.39372	-224.58984	762.9397
25.554039	-659.5705	648.9021
141.5018	-922.5511	690.8645
16.449568	-1144.5317	839.8269
-230.60266	-1188.5123	904.7893
